cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Workers,"Employment Status",Employed,299668,"(+/- 6640 )",343868,"(+/- 6822 )",335367,"(+/- 6080 )",343019,"(+/- 7942 )",372431,"(+/- 8895 )",370793,"(+/- 9455 )",367575,"(+/- 8763 )",264457,"(+/- 8176 )",341905,"(+/- 6962 )",334499,"(+/- 6994 )",380069,"(+/- 7041 )",481017,"(+/- 6850 )",414325,"(+/- 8630 )",417400,"(+/- 8219 )",403744,"(+/- 8476 )",292779,"(+/- 9018 )",442953,"(+/- 8115 )",380274,"(+/- 9116 )",385650,"(+/- 10602 )",345120,"(+/- 7289 )",263952,"(+/- 10679 )",334061,"(+/- 9444 )",302987,"(+/- 9571 )",354158,"(+/- 6946 )",325250,"(+/- 7896 )",354043,"(+/- 6496 )",364788,"(+/- 7987 )",388105,"(+/- 10368 )",366746,"(+/- 13987 )",412751,"(+/- 14316 )",352798,"(+/- 8184 )",342648,"(+/- 9979 )",361761,"(+/- 9421 )",373876,"(+/- 9553 )",360079,"(+/- 9093 )",301378,"(+/- 8428 )",395868,"(+/- 14299 )",344351,"(+/- 9649 )",366268,"(+/- 8372 )",327244,"(+/- 8846 )",356456,"(+/- 8766 )",377243,"(+/- 10510 )",377402,"(+/- 12796 )",329514,"(+/- 12674 )",406531,"(+/- 8779 )",376252,"(+/- 9114 )",362313,"(+/- 10380 )",372363,"(+/- 9310 )",349517,"(+/- 8917 )",351242,"(+/- 10359 )",306358,"(+/- 10205 )",398767,"(+/- 10109 )",404118,"(+/- 12925 )"
Workers,"Employment Status",Unemployed,17742,"(+/- 2548 )",16784,"(+/- 2092 )",17005,"(+/- 2340 )",15150,"(+/- 2244 )",14504,"(+/- 2393 )",22511,"(+/- 3503 )",20973,"(+/- 3692 )",24499,"(+/- 3913 )",21960,"(+/- 3251 )",23704,"(+/- 3179 )",16529,"(+/- 2645 )",18920,"(+/- 2365 )",19199,"(+/- 2364 )",13057,"(+/- 2038 )",14370,"(+/- 2205 )",31100,"(+/- 3503 )",16014,"(+/- 2378 )",10338,"(+/- 1793 )",15277,"(+/- 2302 )",17709,"(+/- 3115 )",27163,"(+/- 2963 )",23790,"(+/- 3526 )",26588,"(+/- 4601 )",15488,"(+/- 2119 )",15355,"(+/- 2135 )",15429,"(+/- 2444 )",12522,"(+/- 1639 )",22495,"(+/- 2134 )",19035,"(+/- 2414 )",19675,"(+/- 2232 )",19396,"(+/- 2663 )",18975,"(+/- 2220 )",16442,"(+/- 2166 )",22351,"(+/- 2899 )",17222,"(+/- 2478 )",23328,"(+/- 3506 )",18045,"(+/- 2710 )",16359,"(+/- 2001 )",18026,"(+/- 2161 )",21887,"(+/- 2565 )",21296,"(+/- 2603 )",20144,"(+/- 2880 )",19336,"(+/- 2693 )",25238,"(+/- 3375 )",13605,"(+/- 2012 )",16922,"(+/- 2729 )",17597,"(+/- 2211 )",16714,"(+/- 2140 )",18877,"(+/- 2808 )",16064,"(+/- 2703 )",34023,"(+/- 4273 )",14966,"(+/- 2526 )",25962,"(+/- 3639 )"
Workers,"Employment Status","Armed Forces",693,"(+/- 564 )",575,"(+/- 304 )",6350,"(+/- 1586 )",1743,"(+/- 973 )",243,"(+/- 248 )",664,"(+/- 488 )",409,"(+/- 273 )",12521,"(+/- 2153 )",120,"(+/- 143 )",43,"(+/- 73 )",0,"(+/- 216 )",166,"(+/- 200 )",1078,"(+/- 537 )",105,"(+/- 175 )",1094,"(+/- 699 )",789,"(+/- 492 )",392,"(+/- 476 )",418,"(+/- 342 )",789,"(+/- 750 )",5656,"(+/- 1039 )",6750,"(+/- 1431 )",1218,"(+/- 536 )",3594,"(+/- 2189 )",4697,"(+/- 1381 )",346,"(+/- 364 )",3420,"(+/- 791 )",304,"(+/- 230 )",173,"(+/- 175 )",141,"(+/- 232 )",375,"(+/- 343 )",329,"(+/- 288 )",325,"(+/- 281 )",982,"(+/- 695 )",350,"(+/- 277 )",226,"(+/- 238 )",717,"(+/- 572 )",1215,"(+/- 1041 )",697,"(+/- 657 )",272,"(+/- 252 )",0,"(+/- 216 )",433,"(+/- 286 )",3261,"(+/- 1407 )",646,"(+/- 408 )",797,"(+/- 521 )",223,"(+/- 168 )",580,"(+/- 565 )",1144,"(+/- 630 )",464,"(+/- 242 )",25341,"(+/- 3447 )",4773,"(+/- 1335 )",18617,"(+/- 3230 )",19847,"(+/- 2754 )",14641,"(+/- 3090 )"
Workers,"Employment Status","Not in labor force",264294,"(+/- 7162 )",227755,"(+/- 5569 )",241465,"(+/- 6951 )",261799,"(+/- 7012 )",210161,"(+/- 7301 )",213134,"(+/- 7867 )",221764,"(+/- 7165 )",239857,"(+/- 9300 )",238882,"(+/- 8868 )",228335,"(+/- 7868 )",220576,"(+/- 6937 )",183092,"(+/- 5788 )",207797,"(+/- 7579 )",194164,"(+/- 5333 )",203448,"(+/- 7799 )",229343,"(+/- 6816 )",193479,"(+/- 6991 )",208936,"(+/- 7091 )",191181,"(+/- 7680 )",215218,"(+/- 5935 )",229196,"(+/- 8358 )",212797,"(+/- 7879 )",235297,"(+/- 8085 )",231664,"(+/- 6965 )",217910,"(+/- 8771 )",203288,"(+/- 6487 )",217685,"(+/- 7394 )",187027,"(+/- 8854 )",187537,"(+/- 8114 )",204239,"(+/- 8601 )",217882,"(+/- 6793 )",208465,"(+/- 6951 )",207708,"(+/- 8388 )",208310,"(+/- 8850 )",212991,"(+/- 7108 )",295596,"(+/- 7774 )",195615,"(+/- 8827 )",209798,"(+/- 7937 )",200433,"(+/- 8011 )",187139,"(+/- 7299 )",221005,"(+/- 7879 )",242123,"(+/- 7837 )",191761,"(+/- 7876 )",198743,"(+/- 7186 )",224680,"(+/- 6374 )",187043,"(+/- 7542 )",199490,"(+/- 7662 )",202293,"(+/- 9329 )",193964,"(+/- 7642 )",223618,"(+/- 8480 )",220118,"(+/- 7527 )",202020,"(+/- 8729 )",199164,"(+/- 9042 )"
Workers,"Employment Status","Civilian labor force",317410,"(+/- 6773 )",360652,"(+/- 6602 )",352372,"(+/- 5634 )",358169,"(+/- 7892 )",386935,"(+/- 9131 )",393304,"(+/- 9188 )",388548,"(+/- 9149 )",288956,"(+/- 8304 )",363865,"(+/- 7609 )",358203,"(+/- 7250 )",396598,"(+/- 6881 )",499937,"(+/- 7052 )",433524,"(+/- 8357 )",430457,"(+/- 7920 )",418114,"(+/- 8511 )",323879,"(+/- 9072 )",458967,"(+/- 8139 )",390612,"(+/- 9056 )",400927,"(+/- 10552 )",362829,"(+/- 6533 )",291115,"(+/- 10273 )",357851,"(+/- 9957 )",329575,"(+/- 10176 )",369646,"(+/- 6895 )",340605,"(+/- 8289 )",369472,"(+/- 6364 )",377310,"(+/- 8440 )",410600,"(+/- 10690 )",385781,"(+/- 14517 )",432426,"(+/- 15019 )",372194,"(+/- 8941 )",361623,"(+/- 10130 )",378203,"(+/- 9506 )",396227,"(+/- 9802 )",377301,"(+/- 9117 )",324706,"(+/- 8727 )",413913,"(+/- 14296 )",360710,"(+/- 9710 )",384294,"(+/- 8411 )",349131,"(+/- 9265 )",377752,"(+/- 7958 )",397387,"(+/- 10830 )",396738,"(+/- 12515 )",354752,"(+/- 13152 )",420136,"(+/- 9070 )",393174,"(+/- 9384 )",379910,"(+/- 10206 )",389077,"(+/- 9350 )",368394,"(+/- 9018 )",367306,"(+/- 10606 )",340381,"(+/- 11241 )",413733,"(+/- 10483 )",430080,"(+/- 13300 )"
Workers,"Employment Status","Unemployment Rate",5.6,"(+/- 0.8 )",4.7,"(+/- 0.6 )",4.8,"(+/- 0.7 )",4.2,"(+/- 0.6 )",3.7,"(+/- 0.6 )",5.7,"(+/- 0.9 )",5.4,"(+/- 0.9 )",8.5,"(+/- 1.3 )",6.0,"(+/- 0.9 )",6.6,"(+/- 0.9 )",4.2,"(+/- 0.7 )",3.8,"(+/- 0.5 )",4.4,"(+/- 0.6 )",3.0,"(+/- 0.5 )",3.4,"(+/- 0.5 )",9.6,"(+/- 1.1 )",3.5,"(+/- 0.5 )",2.6,"(+/- 0.5 )",3.8,"(+/- 0.6 )",4.9,"(+/- 0.9 )",9.3,"(+/- 1.1 )",6.6,"(+/- 0.9 )",8.1,"(+/- 1.3 )",4.2,"(+/- 0.6 )",4.5,"(+/- 0.6 )",4.2,"(+/- 0.7 )",3.3,"(+/- 0.4 )",5.5,"(+/- 0.5 )",4.9,"(+/- 0.6 )",4.5,"(+/- 0.5 )",5.2,"(+/- 0.7 )",5.2,"(+/- 0.6 )",4.3,"(+/- 0.6 )",5.6,"(+/- 0.7 )",4.6,"(+/- 0.7 )",7.2,"(+/- 1.0 )",4.4,"(+/- 0.7 )",4.5,"(+/- 0.6 )",4.7,"(+/- 0.6 )",6.3,"(+/- 0.7 )",5.6,"(+/- 0.7 )",5.1,"(+/- 0.7 )",4.9,"(+/- 0.7 )",7.1,"(+/- 0.9 )",3.2,"(+/- 0.5 )",4.3,"(+/- 0.7 )",4.6,"(+/- 0.6 )",4.3,"(+/- 0.5 )",5.1,"(+/- 0.7 )",4.4,"(+/- 0.7 )",10.0,"(+/- 1.2 )",3.6,"(+/- 0.6 )",6.0,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",292767,"(+/- 6651 )",336064,"(+/- 6735 )",334925,"(+/- 6091 )",336403,"(+/- 7608 )",361196,"(+/- 9236 )",365600,"(+/- 9639 )",361861,"(+/- 8859 )",271959,"(+/- 7872 )",330952,"(+/- 7163 )",325759,"(+/- 6958 )",367853,"(+/- 7371 )",469691,"(+/- 6435 )",406663,"(+/- 8567 )",408039,"(+/- 8111 )",363391,"(+/- 8069 )",282172,"(+/- 8901 )",407998,"(+/- 8336 )",374135,"(+/- 9247 )",372523,"(+/- 10546 )",344292,"(+/- 7507 )",265392,"(+/- 10327 )",325514,"(+/- 9583 )",298702,"(+/- 9496 )",351239,"(+/- 6914 )",318737,"(+/- 7980 )",346675,"(+/- 6720 )",359003,"(+/- 7898 )",380677,"(+/- 10291 )",357106,"(+/- 13854 )",404868,"(+/- 14217 )",345049,"(+/- 8240 )",335920,"(+/- 9865 )",354766,"(+/- 9543 )",365213,"(+/- 9554 )",352692,"(+/- 8855 )",294979,"(+/- 8823 )",390992,"(+/- 13847 )",337212,"(+/- 9677 )",357198,"(+/- 8389 )",319137,"(+/- 8696 )",348710,"(+/- 8787 )",370331,"(+/- 10634 )",365531,"(+/- 12574 )",322192,"(+/- 12617 )",399911,"(+/- 8801 )",370925,"(+/- 9019 )",355808,"(+/- 10545 )",366192,"(+/- 9325 )",367377,"(+/- 9634 )",349173,"(+/- 10129 )",318463,"(+/- 10592 )",409620,"(+/- 11242 )",410704,"(+/- 12431 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",228213,"(+/- 7246 )",227202,"(+/- 6989 )",256359,"(+/- 7193 )",262310,"(+/- 7792 )",269003,"(+/- 8095 )",272449,"(+/- 8356 )",277505,"(+/- 7918 )",215891,"(+/- 8050 )",255745,"(+/- 7312 )",268019,"(+/- 7386 )",244398,"(+/- 7680 )",130119,"(+/- 5995 )",204416,"(+/- 8112 )",253936,"(+/- 7387 )",257796,"(+/- 6827 )",209417,"(+/- 8216 )",304362,"(+/- 7870 )",269265,"(+/- 7718 )",279199,"(+/- 9750 )",250304,"(+/- 7960 )",206769,"(+/- 9041 )",266154,"(+/- 9157 )",243210,"(+/- 8838 )",243697,"(+/- 7763 )",257217,"(+/- 7581 )",275198,"(+/- 7046 )",269348,"(+/- 8198 )",274113,"(+/- 7860 )",255528,"(+/- 10713 )",311658,"(+/- 12743 )",276043,"(+/- 8609 )",262097,"(+/- 9223 )",253322,"(+/- 9050 )",214857,"(+/- 8084 )",276871,"(+/- 9272 )",229349,"(+/- 9569 )",281055,"(+/- 11543 )",274961,"(+/- 9132 )",288345,"(+/- 8236 )",226470,"(+/- 8064 )",275288,"(+/- 7684 )",299627,"(+/- 10461 )",272360,"(+/- 10653 )",247274,"(+/- 10679 )",306020,"(+/- 9304 )",286143,"(+/- 8468 )",274417,"(+/- 8864 )",279912,"(+/- 7831 )",273509,"(+/- 9384 )",279265,"(+/- 9357 )",234003,"(+/- 9064 )",301287,"(+/- 9572 )",316628,"(+/- 11047 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",27161,"(+/- 2842 )",33539,"(+/- 3601 )",36248,"(+/- 3637 )",27466,"(+/- 3545 )",42647,"(+/- 4990 )",40197,"(+/- 3825 )",35139,"(+/- 4482 )",24500,"(+/- 3226 )",40832,"(+/- 4102 )",34355,"(+/- 3720 )",34268,"(+/- 3780 )",25340,"(+/- 2901 )",31095,"(+/- 3086 )",40220,"(+/- 3554 )",34375,"(+/- 3453 )",36589,"(+/- 4500 )",44780,"(+/- 3853 )",28083,"(+/- 3456 )",46237,"(+/- 4367 )",36610,"(+/- 3995 )",40826,"(+/- 5118 )",37312,"(+/- 4708 )",34701,"(+/- 4222 )",46073,"(+/- 6474 )",29712,"(+/- 3262 )",35488,"(+/- 3935 )",31553,"(+/- 3163 )",21965,"(+/- 2670 )",46014,"(+/- 3966 )",34454,"(+/- 3934 )",34878,"(+/- 4046 )",40151,"(+/- 4136 )",20565,"(+/- 2839 )",35094,"(+/- 3155 )",42961,"(+/- 3717 )",33352,"(+/- 4082 )",23323,"(+/- 2879 )",31062,"(+/- 2975 )",34335,"(+/- 3797 )",39206,"(+/- 3943 )",41844,"(+/- 3989 )",34813,"(+/- 4412 )",34322,"(+/- 3440 )",39430,"(+/- 3959 )",34607,"(+/- 3547 )",38140,"(+/- 4147 )",33164,"(+/- 3488 )",32312,"(+/- 3546 )",24817,"(+/- 4005 )",29061,"(+/- 3142 )",40993,"(+/- 4210 )",31688,"(+/- 3794 )",33376,"(+/- 4777 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1189,"(+/- 611 )",16527,"(+/- 2309 )",6617,"(+/- 1340 )",2750,"(+/- 920 )",12685,"(+/- 2451 )",11156,"(+/- 2070 )",8431,"(+/- 1739 )",1582,"(+/- 867 )",10886,"(+/- 2304 )",3949,"(+/- 1260 )",49002,"(+/- 3894 )",169405,"(+/- 7644 )",102213,"(+/- 5734 )",68990,"(+/- 4203 )",36812,"(+/- 3388 )",3559,"(+/- 1110 )",25342,"(+/- 2892 )",14504,"(+/- 2414 )",18317,"(+/- 2307 )",6117,"(+/- 1663 )",1788,"(+/- 916 )",1249,"(+/- 575 )",2969,"(+/- 1217 )",9822,"(+/- 2275 )",6822,"(+/- 1206 )",3951,"(+/- 1310 )",15448,"(+/- 2479 )",23923,"(+/- 3434 )",25789,"(+/- 2636 )",12716,"(+/- 1930 )",4984,"(+/- 1213 )",11776,"(+/- 1715 )",6947,"(+/- 1539 )",62121,"(+/- 5443 )",5220,"(+/- 1281 )",3841,"(+/- 1447 )",33870,"(+/- 3795 )",7468,"(+/- 1576 )",6979,"(+/- 1639 )",26839,"(+/- 2608 )",5505,"(+/- 1271 )",2781,"(+/- 1156 )",19263,"(+/- 2746 )",16282,"(+/- 2565 )",3388,"(+/- 1132 )",12912,"(+/- 1983 )",13085,"(+/- 2172 )",3509,"(+/- 1248 )",5008,"(+/- 1709 )",4324,"(+/- 1360 )",15633,"(+/- 2547 )",9511,"(+/- 2365 )",15145,"(+/- 2745 )"
Workers,"Commuting to Work",Walked,7148,"(+/- 1392 )",14143,"(+/- 2118 )",5268,"(+/- 1274 )",5226,"(+/- 1265 )",6840,"(+/- 1700 )",9062,"(+/- 1708 )",4194,"(+/- 1319 )",7073,"(+/- 2019 )",3793,"(+/- 991 )",3981,"(+/- 1373 )",7029,"(+/- 2742 )",66009,"(+/- 5892 )",17833,"(+/- 2110 )",10615,"(+/- 2154 )",4487,"(+/- 1401 )",5522,"(+/- 1741 )",8124,"(+/- 1624 )",10592,"(+/- 2020 )",7080,"(+/- 1509 )",12258,"(+/- 2223 )",4452,"(+/- 1184 )",3642,"(+/- 990 )",1665,"(+/- 637 )",14260,"(+/- 2307 )",1857,"(+/- 531 )",7079,"(+/- 1761 )",8832,"(+/- 2205 )",12077,"(+/- 2242 )",5000,"(+/- 1317 )",7805,"(+/- 1831 )",4929,"(+/- 1184 )",5674,"(+/- 1168 )",19847,"(+/- 2215 )",21276,"(+/- 2606 )",3047,"(+/- 879 )",4073,"(+/- 1726 )",13280,"(+/- 2196 )",5850,"(+/- 1625 )",3070,"(+/- 880 )",7377,"(+/- 1618 )",4195,"(+/- 1017 )",2532,"(+/- 998 )",8465,"(+/- 1742 )",4342,"(+/- 1474 )",8964,"(+/- 1592 )",9608,"(+/- 1989 )",8049,"(+/- 1887 )",7986,"(+/- 1482 )",15301,"(+/- 2330 )",6172,"(+/- 1762 )",9954,"(+/- 2291 )",15010,"(+/- 1994 )",7804,"(+/- 1811 )"
Workers,"Commuting to Work","Other means",5293,"(+/- 1399 )",7713,"(+/- 2057 )",10190,"(+/- 1839 )",5383,"(+/- 1440 )",8400,"(+/- 1804 )",10199,"(+/- 1541 )",7205,"(+/- 1230 )",5598,"(+/- 1685 )",4343,"(+/- 1197 )",2206,"(+/- 730 )",7491,"(+/- 2017 )",42576,"(+/- 4107 )",20222,"(+/- 2900 )",11510,"(+/- 2234 )",6664,"(+/- 1427 )",12099,"(+/- 2878 )",8798,"(+/- 1571 )",22101,"(+/- 2738 )",6404,"(+/- 1239 )",20752,"(+/- 3592 )",2485,"(+/- 960 )",3551,"(+/- 1313 )",4260,"(+/- 1722 )",11306,"(+/- 1759 )",4422,"(+/- 1435 )",4430,"(+/- 987 )",9124,"(+/- 2076 )",12162,"(+/- 2110 )",7834,"(+/- 1630 )",7772,"(+/- 1635 )",5779,"(+/- 1437 )",4427,"(+/- 1122 )",12266,"(+/- 1962 )",9829,"(+/- 1757 )",5226,"(+/- 1265 )",4159,"(+/- 1123 )",15186,"(+/- 2750 )",6183,"(+/- 1262 )",3979,"(+/- 1008 )",11380,"(+/- 1904 )",5576,"(+/- 1812 )",9169,"(+/- 2223 )",14658,"(+/- 2940 )",5371,"(+/- 1431 )",8448,"(+/- 1612 )",9058,"(+/- 1829 )",8806,"(+/- 1877 )",5947,"(+/- 1536 )",10918,"(+/- 2911 )",7471,"(+/- 1814 )",6543,"(+/- 1549 )",11646,"(+/- 2362 )",7518,"(+/- 1778 )"
Workers,"Commuting to Work","Worked from home",23763,"(+/- 2949 )",36940,"(+/- 3520 )",20243,"(+/- 2781 )",33268,"(+/- 3392 )",21621,"(+/- 2709 )",22537,"(+/- 3001 )",29387,"(+/- 2934 )",17315,"(+/- 3626 )",15353,"(+/- 2548 )",13249,"(+/- 2095 )",25665,"(+/- 3070 )",36242,"(+/- 3533 )",30884,"(+/- 2599 )",22768,"(+/- 2859 )",23257,"(+/- 2125 )",14986,"(+/- 2625 )",16592,"(+/- 2452 )",29590,"(+/- 2554 )",15286,"(+/- 2013 )",18251,"(+/- 2293 )",9072,"(+/- 2045 )",13606,"(+/- 1983 )",11897,"(+/- 2364 )",26081,"(+/- 2794 )",18707,"(+/- 2446 )",20529,"(+/- 2351 )",24698,"(+/- 2529 )",36437,"(+/- 3817 )",16941,"(+/- 2128 )",30463,"(+/- 3221 )",18436,"(+/- 2743 )",11795,"(+/- 1870 )",41819,"(+/- 3948 )",22036,"(+/- 2560 )",19367,"(+/- 3032 )",20205,"(+/- 2583 )",24278,"(+/- 2875 )",11688,"(+/- 1883 )",20490,"(+/- 2361 )",7865,"(+/- 1615 )",16302,"(+/- 2768 )",21409,"(+/- 3217 )",16463,"(+/- 2668 )",9493,"(+/- 1712 )",38484,"(+/- 3913 )",15064,"(+/- 2850 )",18287,"(+/- 2366 )",36526,"(+/- 3448 )",37824,"(+/- 3492 )",22880,"(+/- 2698 )",11337,"(+/- 2202 )",40478,"(+/- 3886 )",30233,"(+/- 3291 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",22.9,"(+/- 1.1 )",27.0,"(+/- 0.9 )",29.1,"(+/- 0.8 )",29.9,"(+/- 0.9 )",30.4,"(+/- 1.0 )",26.8,"(+/- 0.8 )",29.5,"(+/- 0.8 )",32.8,"(+/- 1.3 )",37.8,"(+/- 1.6 )",34.9,"(+/- 1.4 )",36.9,"(+/- 1.2 )",34.6,"(+/- 0.8 )",34.6,"(+/- 0.8 )",31.2,"(+/- 0.6 )",37.4,"(+/- 0.9 )",27.1,"(+/- 0.9 )",29.0,"(+/- 0.5 )",28.7,"(+/- 0.6 )",33.6,"(+/- 0.7 )",27.6,"(+/- 0.7 )",23.8,"(+/- 0.8 )",23.4,"(+/- 0.8 )",26.0,"(+/- 1.1 )",21.0,"(+/- 0.6 )",37.5,"(+/- 1.0 )",27.0,"(+/- 0.8 )",31.7,"(+/- 0.8 )",31.4,"(+/- 0.7 )",33.2,"(+/- 0.8 )",33.1,"(+/- 0.7 )",29.6,"(+/- 1.0 )",33.6,"(+/- 0.7 )",30.1,"(+/- 0.8 )",34.0,"(+/- 0.7 )",32.4,"(+/- 1.0 )",30.3,"(+/- 1.1 )",31.6,"(+/- 0.7 )",32.8,"(+/- 0.6 )",33.3,"(+/- 0.9 )",33.9,"(+/- 0.8 )",35.0,"(+/- 0.9 )",40.5,"(+/- 1.2 )",31.2,"(+/- 0.7 )",31.6,"(+/- 0.8 )",26.7,"(+/- 0.6 )",28.4,"(+/- 0.8 )",31.3,"(+/- 0.6 )",27.2,"(+/- 0.8 )",28.1,"(+/- 0.8 )",30.6,"(+/- 0.8 )",27.3,"(+/- 0.8 )",23.8,"(+/- 0.7 )",27.5,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",299668,"(+/- 6640 )",343868,"(+/- 6822 )",335367,"(+/- 6080 )",343019,"(+/- 7942 )",372431,"(+/- 8895 )",370793,"(+/- 9455 )",367575,"(+/- 8763 )",264457,"(+/- 8176 )",341905,"(+/- 6962 )",334499,"(+/- 6994 )",380069,"(+/- 7041 )",481017,"(+/- 6850 )",414325,"(+/- 8630 )",417400,"(+/- 8219 )",403744,"(+/- 8476 )",292779,"(+/- 9018 )",442953,"(+/- 8115 )",380274,"(+/- 9116 )",385650,"(+/- 10602 )",345120,"(+/- 7289 )",263952,"(+/- 10679 )",334061,"(+/- 9444 )",302987,"(+/- 9571 )",354158,"(+/- 6946 )",325250,"(+/- 7896 )",354043,"(+/- 6496 )",364788,"(+/- 7987 )",388105,"(+/- 10368 )",366746,"(+/- 13987 )",412751,"(+/- 14316 )",352798,"(+/- 8184 )",342648,"(+/- 9979 )",361761,"(+/- 9421 )",373876,"(+/- 9553 )",360079,"(+/- 9093 )",301378,"(+/- 8428 )",395868,"(+/- 14299 )",344351,"(+/- 9649 )",366268,"(+/- 8372 )",327244,"(+/- 8846 )",356456,"(+/- 8766 )",377243,"(+/- 10510 )",377402,"(+/- 12796 )",329514,"(+/- 12674 )",406531,"(+/- 8779 )",376252,"(+/- 9114 )",362313,"(+/- 10380 )",372363,"(+/- 9310 )",349517,"(+/- 8917 )",351242,"(+/- 10359 )",306358,"(+/- 10205 )",398767,"(+/- 10109 )",404118,"(+/- 12925 )"
Workers,Occupation,"Management, business, science, and arts occupations",111948,"(+/- 5175 )",154232,"(+/- 6006 )",115860,"(+/- 5200 )",150067,"(+/- 5622 )",143310,"(+/- 5772 )",132787,"(+/- 6172 )",152922,"(+/- 5823 )",78941,"(+/- 6355 )",105131,"(+/- 5450 )",92664,"(+/- 4785 )",171181,"(+/- 6648 )",297334,"(+/- 7547 )",225769,"(+/- 6749 )",209273,"(+/- 7201 )",210872,"(+/- 7066 )",65293,"(+/- 4399 )",275016,"(+/- 7536 )",251074,"(+/- 7537 )",166111,"(+/- 5834 )",116858,"(+/- 5590 )",49634,"(+/- 3959 )",120415,"(+/- 6348 )",109120,"(+/- 5452 )",136995,"(+/- 6000 )",125541,"(+/- 5512 )",128496,"(+/- 4686 )",182398,"(+/- 6099 )",201798,"(+/- 7219 )",107815,"(+/- 6422 )",203863,"(+/- 9649 )",121133,"(+/- 5735 )",104535,"(+/- 5072 )",235377,"(+/- 7160 )",131177,"(+/- 6263 )",88395,"(+/- 5518 )",92613,"(+/- 6152 )",179060,"(+/- 8135 )",115990,"(+/- 5035 )",163427,"(+/- 5808 )",56166,"(+/- 3710 )",92039,"(+/- 5836 )",140207,"(+/- 6901 )",127415,"(+/- 6681 )",69984,"(+/- 5491 )",233097,"(+/- 7390 )",105151,"(+/- 5786 )",146588,"(+/- 7030 )",172492,"(+/- 7055 )",161958,"(+/- 7559 )",129236,"(+/- 6114 )",70950,"(+/- 5215 )",242509,"(+/- 8388 )",186508,"(+/- 9145 )"
